taxonID,TaxonomicGroup,YearPublished,Kingdom,Phylum,Class,Order,Family,Genus,Species,verbatimScientificName,ScientificName,vernacularName,RLCEurope,Criteria,IUCNCriteria,Reference,Biome,Biotope1,Biotope2,Cuddliness,Lifespan,Mobility,NutrientLevel,Spine,license,rightsHolder,accessRights,datasetName,locationID,locality,countryCode,occurrencestatus,threadStatus,RLCAsPublished,RLC,eventDate,language2,Checklist,gbifapi_acceptedKey,gbifapi_acceptedScientificName,gbifapi_canonicalName,gbifapi_class,gbifapi_classKey,gbifapi_confidence,gbifapi_family,gbifapi_familyKey,gbifapi_genus,gbifapi_genusKey,gbifapi_kingdom,gbifapi_kingdomKey,gbifapi_matchType,gbifapi_note,gbifapi_order,gbifapi_orderKey,gbifapi_phylum,gbifapi_phylumKey,gbifapi_rank,gbifapi_scientificName,gbifapi_species,gbifapi_speciesKey,gbifapi_status,gbifapi_synonym,gbifapi_usageKey
INBO:RL:VAL:MAM:2014:3318,Mammals,2014,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,Muscardinus avellanarius,Muscardinus avellanarius,Hazelmuis,LC,IUCN,"A2c;B1a(ii)b(ii,iii);C1;D",Maes_etal_2014,Terrestrial,Woodlands,,Cuddly,Shortlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Ernstig bedreigd,CR,to complete,nl,validated,2439658,"Muscardinus avellanarius (Linnaeus, 1758)",Muscardinus avellanarius,Mammalia,359,100,Gliridae,3240562,Muscardinus,2439657,Animalia,1,EXACT,,Rodentia,1459,Chordata,44,SPECIES,"Muscardinus avellanarius (Linnaeus, 1758)",Muscardinus avellanarius,2439658,ACCEPTED,False,2439658
INBO:RL:VAL:MAM:2014:3319,Mammals,2014,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,erminea,Mustela erminea,Mustela erminea,Hermelijn,LC,IUCN,A2c;B1b(ii);C1,Maes_etal_2014,Terrestrial,Shrubs,,Cuddly,Longlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated,5219019,"Mustela erminea Linnaeus, 1758",Mustela erminea,Mammalia,359,100,Mustelidae,5307,Mustela,2433922,Animalia,1,EXACT,,Carnivora,732,Chordata,44,SPECIES,"Mustela erminea Linnaeus, 1758",Mustela erminea,5219019,ACCEPTED,False,5219019
INBO:RL:VAL:MAM:2014:3320,Mammals,2014,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,nivalis,Mustela nivalis,Mustela nivalis,Wezel,LC,IUCN,A2c;B1b(ii),Maes_etal_2014,Terrestrial,Eurytopic,,Cuddly,Longlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Bijna in gevaar,NT,to complete,nl,validated,5218987,"Mustela nivalis Linnaeus, 1766",Mustela nivalis,Mammalia,359,100,Mustelidae,5307,Mustela,2433922,Animalia,1,EXACT,,Carnivora,732,Chordata,44,SPECIES,"Mustela nivalis Linnaeus, 1766",Mustela nivalis,5218987,ACCEPTED,False,5218987
INBO:RL:VAL:MAM:2014:3321,Mammals,2014,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,putorius,Mustela putorius,Mustela putorius,Bunzing,LC,IUCN,A2c;B1b(ii);C1,Maes_etal_2014,Terrestrial,Eurytopic,,Cuddly,Longlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated,5218911,"Mustela putorius Linnaeus, 1758",Mustela putorius,Mammalia,359,100,Mustelidae,5307,Mustela,2433922,Animalia,1,EXACT,,Carnivora,732,Chordata,44,SPECIES,"Mustela putorius Linnaeus, 1758",Mustela putorius,5218911,ACCEPTED,False,5218911
INBO:RL:VAL:MAM:2014:3325,Mammals,2014,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,glareolus,Myodes glareolus,Myodes glareolus,Rosse woelmuis,LC,IUCN,,Maes_etal_2014,Terrestrial,Woodlands,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet in gevaar,LC,to complete,nl,validated,5706764,"Myodes glareolus (Schreber, 1780)",Myodes glareolus,Mammalia,359,100,Cricetidae,3240723,Myodes,2438724,Animalia,1,EXACT,,Rodentia,1459,Chordata,44,SPECIES,"Myodes glareolus (Schreber, 1780)",Myodes glareolus,5706764,ACCEPTED,False,5706764
INBO:RL:VAL:MAM:2014:3326,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,bechsteinii,Myotis bechsteinii,Myotis bechsteinii,Bechsteins vleermuis,VU,IUCN,B1a(ii)b(iii);D1,Maes_etal_2014,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated,2432427,"Myotis bechsteinii (Kuhl, 1817)",Myotis bechsteinii,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis bechsteinii (Kuhl, 1817)",Myotis bechsteinii,2432427,ACCEPTED,False,2432427
INBO:RL:VAL:MAM:2014:3327,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,brandtii,Myotis brandtii,Myotis brandtii,Brandt's vleermuis,LC,IUCN,,Maes_etal_2014,Terrestrial,Anthropogenic,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Onvoldoende data,Onvoldoende data,DD,to complete,nl,validated,7261875,"Myotis brandtii (Eversmann, 1845)",Myotis brandtii,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis brandtii (Eversmann, 1845)",Myotis brandtii,7261875,ACCEPTED,False,7261875
INBO:RL:VAL:MAM:2014:3328,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,dasycneme,Myotis dasycneme,Myotis dasycneme,Meervleermuis,NT,IUCN,B1a(i)b(ii);C1;D,Maes_etal_2014,SemiAquatic,Limnophilous,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated,2432452,"Myotis dasycneme (Boie, 1825)",Myotis dasycneme,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis dasycneme (Boie, 1825)",Myotis dasycneme,2432452,ACCEPTED,False,2432452
INBO:RL:VAL:MAM:2014:3329,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,daubentonii,Myotis daubentonii,Myotis daubentonii,Watervleermuis,LC,IUCN,A2c;B1b(ii);C1,Maes_etal_2014,SemiAquatic,Limnophilous,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Bijna in gevaar,NT,to complete,nl,validated,2432439,"Myotis daubentonii (Kuhl, 1817)",Myotis daubentonii,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis daubentonii (Kuhl, 1817)",Myotis daubentonii,2432439,ACCEPTED,False,2432439
INBO:RL:VAL:MAM:2014:3330,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,daubentonii,Myotis daubentonii (W),Myotis daubentonii,Watervleermuis,LC,IUCN,,Maes_etal_2014,SemiAquatic,Limnophilous,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet in gevaar,LC,to complete,nl,validated,2432439,"Myotis daubentonii (Kuhl, 1817)",Myotis daubentonii,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis daubentonii (Kuhl, 1817)",Myotis daubentonii,2432439,ACCEPTED,False,2432439
INBO:RL:VAL:MAM:2014:3331,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,emarginatus,Myotis emarginatus (S),Myotis emarginatus,Ingekorven vleermuis,LC,IUCN,B1a(i)b(iii);D1,Maes_etal_2014,Terrestrial,Anthropogenic,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated,2432470,"Myotis emarginatus (E. Geoffroy, 1806)",Myotis emarginatus,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis emarginatus (E. Geoffroy, 1806)",Myotis emarginatus,2432470,ACCEPTED,False,2432470
INBO:RL:VAL:MAM:2014:3332,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,emarginatus,Myotis emarginatus (W),Myotis emarginatus,Ingekorven vleermuis,LC,IUCN,D1,Maes_etal_2014,Terrestrial,Anthropogenic,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated,2432470,"Myotis emarginatus (E. Geoffroy, 1806)",Myotis emarginatus,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis emarginatus (E. Geoffroy, 1806)",Myotis emarginatus,2432470,ACCEPTED,False,2432470
INBO:RL:VAL:MAM:2014:3333,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,myotis,Myotis myotis,Myotis myotis,Vale vleermuis,LC,IUCN,"B1a(i, ii)b(iii);C1;D",Maes_etal_2014,Terrestrial,Anthropogenic,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Critically Endangered (CR),Ernstig bedreigd,CR,to complete,nl,validated,2432416,"Myotis myotis (Borkhausen, 1797)",Myotis myotis,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis myotis (Borkhausen, 1797)",Myotis myotis,2432416,ACCEPTED,False,2432416
INBO:RL:VAL:MAM:2014:3334,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,Myotis mystacinus (S),Myotis mystacinus,Baardvleermuis,LC,IUCN,,Maes_etal_2014,Terrestrial,Anthropogenic,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Onvoldoende data,Onvoldoende data,DD,to complete,nl,validated,9143368,"Myotis mystacinus (Kuhl, 1817)",Myotis mystacinus,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis mystacinus (Kuhl, 1817)",Myotis mystacinus,9143368,ACCEPTED,False,9143368
INBO:RL:VAL:MAM:2014:3335,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,Myotis mystacinus (W),Myotis mystacinus,Baardvleermuis,LC,IUCN,,Maes_etal_2014,Terrestrial,Anthropogenic,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet in gevaar,LC,to complete,nl,validated,9143368,"Myotis mystacinus (Kuhl, 1817)",Myotis mystacinus,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis mystacinus (Kuhl, 1817)",Myotis mystacinus,9143368,ACCEPTED,False,9143368
INBO:RL:VAL:MAM:2014:3336,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,nattereri,Myotis nattereri (S),Myotis nattereri,Franjestaart,LC,IUCN,,Maes_etal_2014,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Onvoldoende data,Onvoldoende data,DD,to complete,nl,validated,2432389,"Myotis nattereri (Kuhl, 1817)",Myotis nattereri,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis nattereri (Kuhl, 1817)",Myotis nattereri,2432389,ACCEPTED,False,2432389
INBO:RL:VAL:MAM:2014:3337,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,nattereri,Myotis nattereri (W),Myotis nattereri,Franjestaart,LC,IUCN,,Maes_etal_2014,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet in gevaar,LC,to complete,nl,validated,2432389,"Myotis nattereri (Kuhl, 1817)",Myotis nattereri,Mammalia,359,100,Vespertilionidae,9368,Myotis,2432384,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Myotis nattereri (Kuhl, 1817)",Myotis nattereri,2432389,ACCEPTED,False,2432389
INBO:RL:VAL:MAM:2014:3339,Mammals,2014,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Neomys,fodiens,Neomys fodiens,Neomys fodiens,Waterspitsmuis,LC,IUCN,"A2c;B1a(i)b(ii,iii)",Maes_etal_2014,SemiAquatic,Marshes,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated,2435767,"Neomys fodiens (Pennant, 1771)",Neomys fodiens,Mammalia,359,100,Soricidae,5534,Neomys,2435766,Animalia,1,EXACT,,Soricomorpha,803,Chordata,44,SPECIES,"Neomys fodiens (Pennant, 1771)",Neomys fodiens,2435767,ACCEPTED,False,2435767
INBO:RL:VAL:MAM:2014:3341,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,leisleri,Nyctalus leisleri,Nyctalus leisleri,Bosvleermuis,LC,IUCN,"B1a(i,ii)b(iii);D",Maes_etal_2014,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated,5218522,"Nyctalus leisleri (Kuhl, 1817)",Nyctalus leisleri,Mammalia,359,100,Vespertilionidae,9368,Nyctalus,5218521,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Nyctalus leisleri (Kuhl, 1817)",Nyctalus leisleri,5218522,ACCEPTED,False,5218522
INBO:RL:VAL:MAM:2014:3342,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,noctula,Nyctalus noctula,Nyctalus noctula,Rosse vleermuis,LC,IUCN,D1,Maes_etal_2014,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated,5218524,"Nyctalus noctula (Schreber, 1774)",Nyctalus noctula,Mammalia,359,100,Vespertilionidae,9368,Nyctalus,5218521,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Nyctalus noctula (Schreber, 1774)",Nyctalus noctula,5218524,ACCEPTED,False,5218524
INBO:RL:VAL:MAM:2014:3345,Mammals,2014,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,Oryctolagus cuniculus,Oryctolagus cuniculus,Konijn,NT,IUCN,"A2b:B1b(ii,iv)",Maes_etal_2014,SemiAquatic,Eurytopic,,Cuddly,Longlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Bijna in gevaar,NT,to complete,nl,validated,2436940,"Oryctolagus cuniculus (Linnaeus, 1758)",Oryctolagus cuniculus,Mammalia,359,100,Leporidae,9379,Oryctolagus,2436939,Animalia,1,EXACT,,Lagomorpha,785,Chordata,44,SPECIES,"Oryctolagus cuniculus (Linnaeus, 1758)",Oryctolagus cuniculus,2436940,ACCEPTED,False,2436940
INBO:RL:VAL:MAM:2014:3347,Mammals,2014,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,vitulina,Phoca vitulina,Phoca vitulina,Gewone zeehond,LC,IUCN,D1,Maes_etal_2014,Marine,Marine,,Cuddly,Longlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Bijna in gevaar,NT,to complete,nl,validated,2434793,"Phoca vitulina Linnaeus, 1758",Phoca vitulina,Mammalia,359,100,Phocidae,5310,Phoca,2433485,Animalia,1,EXACT,,Carnivora,732,Chordata,44,SPECIES,"Phoca vitulina Linnaeus, 1758",Phoca vitulina,2434793,ACCEPTED,False,2434793
INBO:RL:VAL:MAM:2014:3348,Mammals,2014,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Phocoena phocoena,Phocoena phocoena,Bruinvis,VU,IUCN,D,Maes_etal_2014,Marine,Marine,,Cuddly,Longlived,Mobile,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Vulnerable (VU),Kwetsbaar,VU,to complete,nl,validated,2440669,"Phocoena phocoena (Linnaeus, 1758)",Phocoena phocoena,Mammalia,359,100,Phocoenidae,9361,Phocoena,2440664,Animalia,1,EXACT,,Cetacea,733,Chordata,44,SPECIES,"Phocoena phocoena (Linnaeus, 1758)",Phocoena phocoena,2440669,ACCEPTED,False,2440669
INBO:RL:VAL:MAM:2014:3351,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,nathusii,Pipistrellus nathusii,Pipistrellus nathusii,Ruige dwergvleermuis,LC,IUCN,,Maes_etal_2014,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet in gevaar,LC,to complete,nl,validated,5218471,"Pipistrellus nathusii (Keyserling & Blasius, 1839)",Pipistrellus nathusii,Mammalia,359,100,Vespertilionidae,9368,Pipistrellus,2432218,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Pipistrellus nathusii (Keyserling & Blasius, 1839)",Pipistrellus nathusii,5218471,ACCEPTED,False,5218471
INBO:RL:VAL:MAM:2014:3352,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Pipistrellus pipistrellus,Pipistrellus pipistrellus,Gewone dwergvleermuis,LC,IUCN,,Maes_etal_2014,Terrestrial,Anthropogenic,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet in gevaar,LC,to complete,nl,validated,5218465,"Pipistrellus pipistrellus (Schreber, 1774)",Pipistrellus pipistrellus,Mammalia,359,100,Vespertilionidae,9368,Pipistrellus,2432218,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Pipistrellus pipistrellus (Schreber, 1774)",Pipistrellus pipistrellus,5218465,ACCEPTED,False,5218465
INBO:RL:VAL:MAM:2014:3353,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pygmaeus,Pipistrellus pygmaeus,Pipistrellus pygmaeus,Kleine dwergvleermuis,LC,IUCN,,Maes_etal_2014,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Onvoldoende data,Onvoldoende data,DD,to complete,nl,validated,5707150,"Pipistrellus pygmaeus (Leach, 1825)",Pipistrellus pygmaeus,Mammalia,359,100,Vespertilionidae,9368,Pipistrellus,2432218,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Pipistrellus pygmaeus (Leach, 1825)",Pipistrellus pygmaeus,5707150,ACCEPTED,False,5707150
INBO:RL:VAL:MAM:2014:3354,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,Plecotus auritus,Plecotus auritus,Gewone grootoorvleermuis,LC,IUCN,B1b(iii),Maes_etal_2014,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Near Threatened (NT),Bijna in gevaar,NT,to complete,nl,validated,5218507,"Plecotus auritus (Linnaeus, 1758)",Plecotus auritus,Mammalia,359,100,Vespertilionidae,9368,Plecotus,5428957,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Plecotus auritus (Linnaeus, 1758)",Plecotus auritus,5218507,ACCEPTED,False,5218507
INBO:RL:VAL:MAM:2014:3355,Mammals,2014,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,austriacus,Plecotus austriacus,Plecotus austriacus,Grijze grootoorvleermuis,LC,IUCN,B1a(i)b(iii);D,Maes_etal_2014,Terrestrial,Woodlands,,Non Cuddly,Longlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Endangered (EN),Bedreigd,EN,to complete,nl,validated,5739437,"Plecotus austriacus (J. Fischer, 1829)",Plecotus austriacus,Mammalia,359,100,Vespertilionidae,9368,Plecotus,5428957,Animalia,1,EXACT,,Chiroptera,734,Chordata,44,SPECIES,"Plecotus austriacus (J. Fischer, 1829)",Plecotus austriacus,5739437,ACCEPTED,False,5739437
INBO:RL:VAL:MAM:2014:3359,Mammals,2014,Animalia,Chordata,Mammalia,Mammalia,Muridae,Rattus,norvegicus,Rattus norvegicus,Rattus norvegicus,Bruine rat,NE,IUCN,,Maes_etal_2014,Terrestrial,Anthropogenic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet in gevaar,LC,to complete,nl,validated,2439261,"Rattus norvegicus (Berkenhout, 1769)",Rattus norvegicus,Mammalia,359,100,Muridae,5510,Rattus,2439223,Animalia,1,EXACT,,Rodentia,1459,Chordata,44,SPECIES,"Rattus norvegicus (Berkenhout, 1769)",Rattus norvegicus,2439261,ACCEPTED,False,2439261
INBO:RL:VAL:MAM:2014:3360,Mammals,2014,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Rattus rattus,Zwarte rat,LC,IUCN,,Maes_etal_2014,Terrestrial,Anthropogenic,,Non Cuddly,Shortlived,Sedentary,Eutrophic,Vertebrate,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,Validated Red Lists of Flanders,http://marineregions.org/mrgid/2469,Flanders,BE,present,Least Concern (LC),Momenteel niet in gevaar,LC,to complete,nl,validated,2439270,"Rattus rattus (Linnaeus, 1758)",Rattus rattus,Mammalia,359,100,Muridae,5510,Rattus,2439223,Animalia,1,EXACT,,Rodentia,1459,Chordata,44,SPECIES,"Rattus rattus (Linnaeus, 1758)",Rattus rattus,2439270,ACCEPTED,False,2439270
